dest,WHERE_AFRICA,WHERE_ASIA,WHERE_AUSTRALIA_PACIFIC,INSPIRE_BAR,SETTINGS_BAR_NIGHTCLUB,SETTINGS_BEACH,SETTINGS_BIG_CITY,INSPIRE_BOATING,INSPIRE_BUNGEE_JUMPING,INSPIRE_CAMPING,INSPIRE_CANOEING,WHERE_CENTRAL_AMERICA,WEATHER_COLD,INSPIRE_CROSS_COUNTRY_SKIING,SETTINGS_CROWDED,SETTINGS_CRUISE_SHIP,INSPIRE_DANCING,SETTINGS_DESERT,INSPIRE_DINING,INSPIRE_DOWNHILL_MOUNTAIN_BIKING,INSPIRE_DOWNHILL_SKIING,INSPIRE_DRINKING_ALCOHOL,WEATHER_DRY,WHERE_EUROPE,WEATHER_FOGGY,SETTINGS_FOREST,INSPIRE_GAMBLING_CASINO,SETTINGS_GARDEN,INSPIRE_GOING_TO_CONCERT,INSPIRE_GOING_PLAY,INSPIRE_GOING_TO_BALLET,INSPIRE_GOING_TO_OPERA,SETTINGS_GOLF_COURSE,INSPIRE_GOLFING,INSPIRE_HIKING,SETTINGS_HILLY,SETTINGS_HISTORIC_CITY,SETTINGS_HISTORIC_LANDMARK,INSPIRE_HORSEBACK_RIDING,WEATHER_HUMID,SETTINGS_HUT_CABANA,SETTINGS_ISLANDS,SETTINGS_JUNGLE,INSPIRE_KITE_SURFING,SETTINGS_LAKE,SETTINGS_LODGE_CABIN,SETTINGS_LUSH,SETTINGS_LUXURY_HOTEL_RESORT,WHERE_MEDITERRANEAN_SEA,WHERE_MIDDLE_EAST,WEATHER_MODERATE,SETTINGS_MODERN_CITY,SETTINGS_MONUMENT_STATUE,SETTINGS_MOUNTAIN,SETTINGS_MUSEUM,INSPIRE_NIGHT_CLUB,WHERE_NORTH_AMERICA,SETTINGS_OCEAN_SEA,WEATHER_OVERCAST,SETTINGS_PARK,SETTINGS_PLACE_OF_WORSHIP,SETTINGS_POOL,INSPIRE_POOL_PARTY,WEATHER_RAINY,INSPIRE_RELAXING,SETTINGS_RESTAURANT,SETTINGS_RIVER,INSPIRE_ROAD_TRAIL_BIKING,INSPIRE_ROCK_CLIMBING,SETTINGS_ROCKY,SETTINGS_RUINS,INSPIRE_SCUBA_DIVING,INSPIRE_SEA_KAYAKING,SETTINGS_SECLUDED,INSPIRE_SHOPPING,INSPIRE_SIGHTSEEING,SETTINGS_SKI_RESORT,INSPIRE_SKY_DIVING,SETTINGS_SMALL_HOTEL,SETTINGS_SMALL_TOWN_VILLAGE,INSPIRE_SNORKELING,INSPIRE_SNOWBOARDING,INSPIRE_SNOWSHOEING,WEATHER_SNOWY,WHERE_SOUTH_AMERICA,SETTINGS_SPA,WEATHER_SUNNY,INSPIRE_SURFING,INSPIRE_SWIMMING,SETTINGS_TENT,SETTINGS_THEME_PARK,WEATHER_TROPICAL,SETTINGS_VINEYARDS,INSPIRE_VISIT_SPA,INSPIRE_VISIT_THEME_PARK,INSPIRE_WATCHING_MOVIE,SETTINGS_WATER_PARK,SETTINGS_WATERFALL,INSPIRE_WHITE_WATER_KAYKING,INSPIRE_WHITE_WATER_RAFTING,INSPIRE_WINDSURFING,WEATHER_WINDY,INSPIRE_ZIP_LINING,SETTINGS_ZOO_AQUARIUM,Hotels,Reviews
"Courbevoie, Hauts-de-Seine, France",0,0,0,0.11584612,0.00694684,0.0060386,0.08406576,0.00200468,0,0.00106371,0.00030275,0,0.00200468,0.08409031,0.2224216,0.00081006,0.00360843,0.00038457,0.10718916,0.00143192,0.08409031,0.10688641,0.00038457,0.75,0,0.00037639,0.0034366,0.02728823,0.04329297,0.04329297,0.04329297,0.04329297,0.00198832,0.0020456,0.0021356,0.0005564,0.03818716,0.03818716,0.0005564,0.00355115,0.00110462,0.00216833,0.00036003,0,0.00170194,0.00189831,0.00036003,0.076988,0,0,0,0.38029241,0.22788743,0.00180012,0.03480784,0.00549038,0,0.00464759,0.00180012,0.24866249,0.00177558,0.0884597,0.00092461,0.05564018,0.017968505,0.10718916,0.18732738,0.00143192,0,0.00036821,0.0002782,0.00063823,0.00045821,0.00167739,0.4822203,0.15362007,0.00042548,0,0.05901132,0.00118645,0.00063823,0.08409031,0.08409031,0.00065459,0,0.00739687,0.00292111,0.00064641,0.04364481,0.00106371,0.00179194,0.00063823,0.030463,0.00739687,0.00179194,0.25076536,0.00121099,0.00109644,0.00045821,0.00045821,0,0.00178376,0.00024547,0.00174285,16,752
"Marquette, MI, United States of America",0,0,0,0.05890102,0.05518673,0.0144817,0.00236457,0.00211086,0,0.07035851,0.00037549,0,0.01695789,0.00056831,0.37031329,0.00084231,0.00380563,0.00039579,0.18837367,0.12019706,0.00056831,0.12084655,0.00039579,0,0,0.00035519,0.0273498,0.00324747,0.05530851,0.05530851,0.05530851,0.05530851,0.12832589,0.13695198,0.08121725,0.00056831,0.00393756,0.00393756,0.00051757,0.00395786,0.00109602,0.00224279,0.00044653,0,0.06451306,0.01944424,0.00044653,0.10093549,0,0,0,0.09025943,0.00161359,0.03529596,0.0387667,0.05388774,0.75,0.00488136,0.00149181,0.14114325,0.00188759,0.53387425,0.00114676,0.00301406,0.064944365,0.18837367,0.00393756,0.12019706,0,0.00040593,0.0002943,0.00072053,0.00037549,0.00176581,0.27821702,0.00273498,0.11851243,0,0.00504373,0.0234021,0.00072053,0.00056831,0.00056831,0.00081187,0,0.30005627,0.00301406,0.00080172,0.23233633,0.07035851,0.00190789,0.0005886,0.00039579,0.30005627,0.00190789,0.00683999,0.00134973,0.00109602,0.00037549,0.00037549,0,0.00196878,0.00030445,0.00180641,11,625
"Salinas, CA, United States of America",0,0,0,0.04579834,0.00536778,0.03141673,0.00176225,0.00147867,0,0.06380574,0.00038486,0,0.04901901,0,0.36715645,0.00058742,0.00267376,0.00032409,0.22415057,0.06291448,0,0.14938645,0.00032409,0,0,0.00024307,0.00267376,0.03510328,0.0442589,0.0442589,0.0442589,0.0442589,0.05104459,0.05450833,0.09860519,0.00038486,0.06356267,0.06356267,0.00034435,0.14582143,0.00109381,0.00168123,0.00030384,0,0.01517159,0.04502862,0.00030384,0.4771859,0,0,0,0.10992817,0.10543139,0.02035707,0.09303484,0.00407141,0.75,0.04006595,0.00147867,0.00085074,0.00125586,0.44250799,0,0.00224839,0.042405495,0.22415057,0.00295735,0.06291448,0,0.00030384,0.00022281,0.00048614,0.00038486,0.00127612,0.18082344,0.0412813,0.00052665,0,0.00390937,0.000871,0.00048614,0,0,0,0,0.23903858,0.00216737,0.00064819,0.13536945,0.06380574,0.00127612,0.00038486,0.00020256,0.23903858,0.00127612,0.14819136,0.00089126,0.00109381,0.00038486,0.00038486,0,0.00147867,0,0.07800505,17,2037
"Cape May, NJ, United States of America",0,0,0,0.1267126,0.24356842,0.26510128,0.00217229,0.0019958,0,0.00242347,0.00038015,0,0.04009239,0.00038015,0.19056446,0.00081461,0.19829646,0.00037336,0.28839913,0.04035714,0.00038015,0.14280115,0.00037336,0,0,0.00039373,0.01255857,0.01728331,0.0349875,0.0349875,0.0349875,0.0349875,0.01985612,0.02113913,0.00225376,0.00059059,0.14772275,0.14772275,0.00057702,0.00382867,0.00109972,0.00213156,0.00040052,0,0.00166995,0.02494743,0.00040052,0.16837991,0,0,0,0.10847212,0.00161564,0.00179214,0.00308873,0.23686825,0.75,0.28839913,0.12740502,0.03703761,0.0017582,0.20429064,0.00076709,0.0937141,0.114378045,0.28839913,0.00373363,0.04035714,0,0.00037336,0.00031227,0.00063811,0.00050913,0.02826697,0.43701116,0.009357835,0.000353,0,0.05158518,0.01166929,0.00063811,0.00038015,0.00038015,0.00054307,0,0.07199117,0.12669902,0.03212279,0.0574368,0.00242347,0.0016971,0.00059059,0.01997831,0.07199117,0.0016971,0.07347104,0.00120834,0.00109294,0.00050913,0.00050913,0,0.07216767,0.00020365,0.00177178,23,974
"Alicante, Alicante, Spain & Canary Islands",0,0,0,0.51904358,0.11825272,0.26005889,0.02737686,0.04510414,0,0.00098316,0.00033986,0,0.01468676,0.00033986,0.1930217,0.00075255,0.00802917,0.00703994,0.13167109,0.00134123,0.00033986,0.09970613,0.00703994,0,0,0.000352,0.02897298,0.00288273,0.00662725,0.00662725,0.00662725,0.00662725,0.0286756,0.0305691,0.0315644,0.00900626,0.22632182,0.22632182,0.00051586,0.00342287,0.00098316,0.00883633,0.00035807,0,0.00158399,0.01109397,0.00035807,0.05910512,0.75,0,0,0.26902874,0.0014444,0.00164468,0.01014722,0.03059945,0,0.20052288,0.00177819,0.04258555,0.03715994,0.23887232,0.00068579,0.02119871,0.07912949,0.13167109,0.00348962,0.00134123,0,0.00033379,0.00780462,0.00061903,0.00045517,0.00152937,0.29913054,0.015639585,0.00031558,0,0.05383124,0.00108027,0.00061903,0.00033986,0.00033986,0.00048551,0,0.16297453,0.21138623,0.00067365,0.1922995,0.00098316,0.00151723,0.000528,0.00035807,0.16297453,0.00151723,0.0059354,0.0011713,0.0009771,0.00045517,0.00045517,0,0.0016204,0.00018207,0.00165681,34,1367
"Sheboygan, WI, United States of America",0,0,0,0.07354852,0.06634796,0.0501921,0.00234976,0.07853041,0,0.07532344,0.00037314,0,0.00203713,0.00056475,0.43798328,0.00083704,0.07603947,0.00039331,0.18448142,0.13223202,0.00056475,0.06232412,0.00039331,0,0,0.00035297,0.00354985,0.00317672,0.11669133,0.11669133,0.11669133,0.11669133,0.07841948,0.0836535,0.00215815,0.0266239,0.0038524,0.0038524,0.00068577,0.00393308,0.00108916,0.00222874,0.00044373,0,0.15106036,0.01963512,0.00044373,0.11127579,0,0,0,0.08483342,0.00160349,0.00184552,0.08228196,0.06518821,0.75,0.00480037,0.00221866,0.08849421,0.04933489,0.41699679,0.00113958,0.00299519,0.0757823,0.18448142,0.13343212,0.13223202,0,0.00040339,0.00029246,0.00071602,0.00056475,0.00175476,0.46330624,0.002717855,0.00052441,0,0.00501215,0.02727941,0.00071602,0.00056475,0.00056475,0.00080679,0,0.04697504,0.05550679,0.05140228,0.00890489,0.07532344,0.00189594,0.00058492,0.03256385,0.04697504,0.00157323,0.28152755,0.11141698,0.00108916,0.00056475,0.00056475,0,0.00171442,0,0.0017951,10,552
"Grants Pass, OR, United States of America",0,0,0,0.04966268,0.00552405,0.00486546,0.00196231,0.06796865,0,0.00087363,0.00025537,0,0.05673239,0,0.23469816,0.00067203,0.00266122,0.00032257,0.2171583,0.00111556,0,0.08752459,0.00032257,0,0,0.04280802,0.00276875,0.00247305,0.0038171,0.0038171,0.0038171,0.0038171,0.00157254,0.00168006,0.18383928,0.01127659,0.02720359,0.02720359,0.00045698,0.00291659,0.00108868,0.00170695,0.00040322,0,0.07368087,0.12957995,0.00040322,0.30595974,0,0,0,0.03343999,0.0010618,0.08521283,0.0025537,0.00432784,0.75,0.0037499,0.00098116,0.00075267,0.00138437,0.5140457,0,0.14983479,0.09198684,0.2171583,0.22547798,0.00111556,0,0.00026881,0.02213652,0.00052418,0.07174544,0.05002557,0.09803507,0.002217685,0.00034945,0,0.00370958,0.00094084,0.00052418,0,0,0,0,0.29242515,0.00239241,0.00064514,0.31694064,0.00087363,0.00126341,0.00052418,0.00026881,0.29242515,0.00126341,0.00498643,0.0009946,0.00108868,0.07174544,0.07174544,0,0.00130373,0,0.00143813,12,1014
"Akron, OH, United States of America",0,0,0,0.03618271,0.00689128,0.0060632,0.00245616,0.00189475,0,0.00113685,0.00026667,0,0.00202107,0.00078597,0.21256286,0.00081404,0.05136877,0.00033684,0.20306104,0.01044218,0.00078597,0.10369194,0.00033684,0,0,0.00032281,0.00346669,0.00308774,0.18668198,0.18668198,0.18668198,0.18668198,0.03157916,0.0335862,0.00232984,0.00060351,0.00370529,0.00370529,0.0004772,0.00364915,0.00113685,0.00216142,0.00042106,0,0.00169826,0.03848448,0.00042106,0.17028889,0,0,0,0.12172715,0.00167019,0.0017544,0.00311581,0.00545969,0.75,0.00465968,0.00206317,0.00098246,0.0224984,0.39765887,0,0.00286318,0.066253085,0.20306104,0.00374739,0.01044218,0,0.00035088,0.00032281,0.00065965,0.0005193,0.00176843,0.57594782,0.00273686,0.00036492,0,0.00465968,0.00120703,0.00065965,0.00078597,0.00078597,0,0,0.13281495,0.00300353,0.00067369,0.19275922,0.00113685,0.0017544,0.00054737,0.00042106,0.13281495,0.0017544,0.28770724,0.00124913,0.00113685,0.0005193,0.0005193,0,0.07086365,0,0.00165615,22,1615
"Petaling Jaya, Selangor, Malaysia",0,0.75,0,0.12175879,0.13806942,0.01521922,0.00205651,0.0018544,0,0.00098531,0.00037897,0,0.00189482,0.00028296,0.12880753,0.00077309,0.00333994,0.00035875,0.12960083,0.00134406,0.00028296,0.0072458,0.00035875,0,0,0.0003537,0.00325404,0.02512788,0.00448189,0.00448189,0.00448189,0.00448189,0.00186451,0.0019403,0.00204136,0.0005356,0.00352184,0.00352184,0.00051034,0.00350669,0.00108637,0.0020363,0.00037391,0,0.0015866,0.00180387,0.00037391,0.07149798,0,0,0,0.07167988,0.0014047,0.00166744,0.00288518,0.12311801,0,0.00437578,0.0018544,0.00092467,0.0016725,0.18053366,0.00057097,0.00272349,0.0437123,0.12960083,0.00351679,0.00134406,0,0.0003537,0.00028801,0.00063161,0.00047497,0.00159165,0.46571713,0.002574435,0.00039412,0,0.00460821,0.00111668,0.00063161,0.00028296,0.00028296,0.00040423,0,0.15290462,0.04943719,0.00064171,0.19393385,0.00098531,0.50101641,0.00058613,0.00034865,0.15290462,0.50133474,0.13816037,0.1295604,0.00108637,0.00047497,0.00047497,0,0.0015967,0.00015159,0.04801228,13,335
"Oakville, ON, Canada",0,0,0,0.08544378,0.06139609,0.00536019,0.0019419,0.04332042,0,0.00086455,0.00025271,0,0.00172909,0.00074484,0.20843547,0.00071824,0.00323207,0.00031922,0.29997097,0.00134337,0.00074484,0.16774859,0.00031922,0,0,0.00030592,0.00309907,0.11728568,0.12424196,0.12424196,0.12424196,0.12424196,0.07122532,0.07606678,0.0018887,0.00049213,0.00328528,0.00328528,0.00045222,0.19553378,0.00107736,0.001902,0.00039902,0,0.09322469,0.00166259,0.00039902,0.27515184,0,0,0,0.19016029,0.00158279,0.00155618,0.00267344,0.06046504,0.75,0.00409662,0.00195521,0.00074484,0.00164929,0.29036786,0,0.00271335,0.149952235,0.29997097,0.00333848,0.00134337,0,0.00033252,0.00030592,0.00051873,0.00049213,0.00146308,0.33658783,0.00239413,0.00034582,0,0.19331256,0.02916846,0.00051873,0.00074484,0.00074484,0.00106406,0,0.23362702,0.00252714,0.00063843,0.05888225,0.00086455,0.00166259,0.00051873,0.00039902,0.23362702,0.00166259,0.21928885,0.00098425,0.00107736,0.00049213,0.00049213,0,0.00160939,0,0.00156948,11,861
"Como, CO, Italy",0,0,0,0.1455991,0.05291655,0.00541796,0.00199459,0.40839302,0,0.00092585,0.00032005,0,0.0018117,0.00032005,0.14855383,0.01276193,0.04485248,0.00031433,0.22642844,0.01711687,0.00032005,0.06035768,0.00036005,0,0,0.00033148,0.00308047,0.02818139,0.031279,0.031279,0.031279,0.031279,0.00174884,0.0018117,0.04682421,0.00049722,0.1246588,0.1246588,0.00048579,0.00322334,0.00108016,0.00192029,0.00033719,0,0.55276909,0.00172026,0.00033719,0.10321557,0.75,0,0,0.17456919,0.07946913,0.07074781,0.00810408,0.05196212,0,0.01342488,0.00167454,0.00088585,0.0783261,0.07295386,0.00064581,0.02049452,0.054493935,0.22642844,0.00333193,0.01711687,0,0.00031433,0.0002629,0.00058295,0.00042864,0.00153166,0.26005637,0.032796375,0.00029719,0,0.15081703,0.01093308,0.00058295,0.00032005,0.00032005,0.00045721,0,0.02954731,0.02540955,0.00063438,0.0919453,0.00092585,0.00161167,0.00055437,0.00033719,0.02954731,0.00142879,0.07822894,0.00110302,0.00107445,0.00042864,0.00042864,0,0.00152594,0.00017145,0.00156024,21,815
"Fairbanks, AK, United States of America",0,0,0,0.00737235,0.05980121,0.00554908,0.0677681,0.06757983,0,0.04713743,0.00036664,0,0.01969922,0.00055491,0.16297441,0.0741,0.0032799,0.00030718,0.29675671,0.02093786,0.00055491,0.09964557,0.00030718,0,0,0.00034682,0.0031709,0.00282408,0.02886511,0.02886511,0.02886511,0.02886511,0.00784798,0.00838307,0.00212054,0.00055491,0.00345826,0.00345826,0.00050536,0.00343845,0.00107018,0.0019719,0.000436,0,0.00153591,0.39256747,0.000436,0.12035552,0,0,0,0.13446603,0.07361445,0.05089296,0.0593454,0.05846349,0.75,0.01468524,0.15764333,0.00083236,0.001635,0.16082414,0.18524008,0.00257636,0.079158575,0.29675671,0.37761469,0.02093786,0,0.00034682,0.00028736,0.00062427,0.00036664,0.14160056,0.26191644,0.09813939,0.00025764,0,0.06352702,0.03134238,0.00062427,0.00055491,0.00055491,0.5,0,0.00678771,0.14112492,0.00063418,0.08931041,0.04713743,0.00154581,0.00048554,0.00038645,0.00678771,0.00154581,0.34043588,0.00117918,0.00107018,0.00036664,0.00036664,0,0.00168454,0.00029727,0.00164491,21,1264
"St. Kilda, VIC, Australia",0,0,0.75,0.50682792,0.14233756,0.19351093,0.36074171,0.00194169,0,0.00103028,0.00029323,0,0.00194169,0.00044381,0.22059152,0.00082423,0.00349504,0.00037249,0.10909112,0.00138692,0.00044381,0.11205517,0.00037249,0,0,0.00036456,0.0155335,0.02407692,0.11956831,0.11956831,0.11956831,0.11956831,0.00199716,0.00198131,0.00206849,0.00053892,0.00370109,0.00370109,0.00053892,0.00378035,0.00106991,0.00213982,0.00034871,0,0.01875908,0.00188621,0.00034871,0.03776384,0,0,0,0.19894765,0.00157713,0.00179903,0.03102737,0.10256071,0,0.04062485,0.00174356,0.03410237,0.00171978,0.05736299,0.00089555,0.00279762,0.03294132,0.10909112,0.00371694,0.00138692,0,0.00035664,0.00026946,0.00061817,0.00044381,0.01787937,0.43951081,0.00261137,0.00041211,0,0.19555564,0.00119671,0.00061817,0.00044381,0.00044381,0.00063402,0,0.06008135,0.03109077,0.0007529,0.07823018,0.00103028,0.00173563,0.00061817,0.00038834,0.06008135,0.00173563,0.00641153,0.00117294,0.00106198,0.00044381,0.00044381,0,0.05751357,0.00023776,0.00178318,16,867
"Bishop's Stortford, England, United Kingdom",0,0,0,0.07788483,0.05476318,0.01218999,0.0019137,0.00176951,0,0.00085199,0.00024904,0,0.05966539,0,0.25680235,0.00070781,0.0705053,0.00031458,0.20641708,0.00120589,0,0.43215463,0.00031458,0.75,0,0.03061915,0.00298851,0.02481252,0.05069985,0.05069985,0.05069985,0.05069985,0.00165155,0.00176951,0.00186127,0.01913697,0.02063122,0.02063122,0.00044566,0.00340795,0.00106171,0.00187437,0.00039323,0,0.00145493,0.01049912,0.00039323,0.19812002,0,0,0,0.52886184,0.00103549,0.00153358,0.00901797,0.05413402,0,0.02681797,0.0019268,0.00073402,0.00149426,0.1712103,0,0.09766406,0.141056475,0.20641708,0.01124624,0.00120589,0,0.00032769,0.00022283,0.00051119,0.00048498,0.04300574,0.11423196,0.00235935,0.0003408,0,0.06918144,0.03283431,0.00051119,0,0,0,0,0.21670647,0.00249043,0.00062916,0.15188983,0.00085199,0.00163844,0.00051119,0.00026215,0.21670647,0.00123211,0.11666995,0.00096996,0.00106171,0.00048498,0.00048498,0,0.00158601,0,0.00154669,15,1246
"Wildwood Crest, NJ, United States of America",0,0,0,0.06637834,0.06308976,0.41943043,0.00199664,0.00180089,0,0.00094938,0.00036214,0,0.00183025,0.0005481,0.24165159,0.00073406,0.00323964,0.00030341,0.00926869,0.16206023,0.0005481,0.12551397,0.00030341,0,0,0.00034256,0.00304389,0.00267197,0.00412051,0.00412051,0.00412051,0.00412051,0.20110228,0.21467744,0.00185961,0.00048937,0.12228412,0.12228412,0.00049916,0.00339624,0.00105704,0.00188897,0.00029362,0,0.00146811,0.00165408,0.00029362,0.20115122,0,0,0,0.00874017,0.0011647,0.00157578,0.00269154,0.00472733,0.75,0.3437834,0.00143875,0.07184951,0.04778222,0.54141115,0,0.01108916,0.11176264,0.00926869,0.00324943,0.16206023,0,0.00034256,0.00028384,0.00053831,0.00036214,0.00154641,0.04771371,0.00234409,0.00025447,0,0.00432604,0.00099832,0.00053831,0.0005481,0.0005481,0.00078299,0,0.00644013,0.13508608,0.06807156,0.15182258,0.00094938,0.00152684,0.0418021,0.00029362,0.00644013,0.00152684,0.0056082,0.00101789,0.00105704,0.00036214,0.00036214,0,0.10000794,0,0.05206912,10,617
"Perth, WA, Australia",0,0,0.75,0.1700588,0.1286218,0.00589676,0.04182018,0.00195849,0,0.00103247,0.00039383,0,0.02315065,0.00059606,0.10106455,0.00502396,0.00352316,0.00032996,0.20574805,0.02503463,0.00059606,0.08506665,0.00032996,0,0,0.00037254,0.00967537,0.02564134,0.0319745,0.0319745,0.0319745,0.0319745,0.00191592,0.00194785,0.00202236,0.0005322,0.00365088,0.00365088,0.00054284,0.00369346,0.00114955,0.00998405,0.00031932,0,0.00164982,0.01579566,0.00031932,0.07374146,0,0,0,0.17361389,0.00169239,0.00171368,0.01678555,0.10634396,0,0.00455562,0.00156466,0.03367754,0.03005859,0.1636937,0.00120277,0.00276743,0.07316137,0.20574805,0.33748854,0.02503463,0,0.00037254,0.00030868,0.00067057,0.00039383,0.00168175,0.51876609,0.02232574,0.00027674,0,0.06411931,0.00114955,0.00067057,0.00059606,0.00059606,0.00085152,0,0.11909545,0.02391701,0.02230977,0.08170316,0.00103247,0.00166046,0.00061735,0.00041512,0.11909545,0.00166046,0.006099,0.00126663,0.00114955,0.00039383,0.00039383,0,0.00180948,0,0.00163917,36,2117
"Makati, Manila, Philippines",0,0.75,0,0.30497468,0.26969709,0.00552438,0.10643806,0.00187556,0,0.00097188,0.00031544,0,0.00184146,0.00047742,0.21027592,0.0007417,0.1330625,0.00033249,0.22586865,0.00132994,0.00047742,0.09665957,0.00033249,0,0,0.00039216,0.00315435,0.03667574,0.02774125,0.02774125,0.02774125,0.02774125,0.00184146,0.00188409,0.00202049,0.00560963,0.00340159,0.00340159,0.00057972,0.00332486,0.00092073,0.02073347,0.00037511,0,0.00156865,0.00176473,0.00037511,0.170838,0,0,0,0.17441009,0.00135552,0.00162833,0.02300119,0.1981274,0,0.00427116,0.00187556,0.00083548,0.03041818,0.17592759,0.00096336,0.06335985,0.06544854,0.22586865,0.00345274,0.00132994,0,0.00034101,0.00028986,0.0006053,0.00047742,0.01425426,0.59399857,0.00242544,0.00044331,0,0.12697545,0.00542208,0.0006053,0.00047742,0.00047742,0.00068202,0,0.19358343,0.00263431,0.01164553,0.16360856,0.00097188,0.00160275,0.00827804,0.00033249,0.19358343,0.00160275,0.0919792,0.00113386,0.02314612,0.00047742,0.00047742,0,0.0016539,0.00025576,0.0016198,52,2906
"Maumee, OH, United States of America",0,0,0,0.00787365,0.00688782,0.00595388,0.08985298,0.01350324,0,0.00105068,0.00024646,0,0.12107517,0.0007264,0.24584718,0.00080423,0.06262598,0.00040211,0.12744413,0.00142686,0.0007264,0.09221377,0.00040211,0,0,0.000454,0.00337257,0.0029964,0.13208789,0.13208789,0.13208789,0.13208789,0.00198463,0.0019976,0.00215325,0.00055777,0.01940523,0.01940523,0.00066154,0.13500646,0.05973336,0.00214028,0.00038914,0,0.0016344,0.00186788,0.00038914,0.22759641,0,0,0,0.05532308,0.0015436,0.00171223,0.03499687,0.00539611,0.75,0.00455297,0.0019068,0.000908,0.00173817,0.5925471,0,0.00289263,0.08611721,0.12744413,0.00367091,0.00142686,0,0.00038914,0.00029834,0.00060966,0.00047994,0.03805812,0.32659423,0.002723995,0.00033726,0,0.00465674,0.01718712,0.00060966,0.0007264,0.0007264,0.00103771,0,0.13673166,0.00293154,0.00062263,0.30603454,0.00105068,0.00162143,0.0006356,0.00038914,0.13673166,0.00162143,0.19287193,0.07886619,0.00105068,0.00047994,0.00047994,0,0.00156954,0,0.23406914,18,1180
"Monteverde, Puntarenas, Costa Rica",0,0,0,0.03873142,0.00624088,0.01154951,0.00201124,0.05527881,0,0.04379836,0.0003237,0.75,0.04557222,0.0004877,0.17024733,0.00073371,0.00323697,0.00033665,0.27236293,0.00126889,0.0004877,0.03578362,0.00033665,0,0,0.43159594,0.00309454,0.07642269,0.02862776,0.02862776,0.02862776,0.02862776,0.00178681,0.00182565,0.41652892,0.02533468,0.00334918,0.00334918,0.0383732,0.00337076,0.00104446,0.01606832,0.156501,0,0.03823508,0.20130066,0.156501,0.0813731,0,0,0,0.07677229,0.00137248,0.1240493,0.02671579,0.00485977,0,0.00417353,0.00158396,0.00085024,0.00160554,0.07212831,0.0004877,0.29799541,0.054318505,0.27236293,0.0033535,0.00126889,0,0.0003237,0.00027191,0.01235228,0.0004057,0.06705274,0.07728157,0.0023932,0.00033665,0,0.17041997,0.01385855,0.01235228,0.0004877,0.0004877,0.00069055,0,0.06658231,0.03334942,0.00061718,0.07044077,0.04379836,0.00148469,0.01189478,0.00034096,0.06658231,0.00148469,0.07726862,0.00108762,0.00104446,0.0004057,0.0004057,0,0.23465439,0.31269557,0.00158396,14,438
"Hull, England, United Kingdom",0,0,0,0.06571765,0.07130901,0.00573768,0.00224116,0.00188689,0,0.00100121,0.00028496,0,0.05369547,0.00043129,0.28093854,0.01343157,0.09100967,0.00036198,0.08384719,0.00134778,0.00043129,0.12488896,0.00036198,0.75,0,0.00035427,0.00327318,0.00406644,0.1110261,0.1110261,0.1110261,0.1110261,0.00187149,0.0019254,0.00201012,0.00196391,0.02017816,0.02017816,0.00052371,0.00334249,0.00103971,0.00204092,0.00045439,0,0.00160193,0.02401355,0.00045439,0.01006598,0,0,0,0.22928399,0.12208558,0.00169435,0.04156547,0.06175904,0,0.01690499,0.00169435,0.00087028,0.00167125,0.1318897,0.00087028,0.00271866,0.057808125,0.08384719,0.03278566,0.00134778,0.40591992,0.00034657,0.00026185,0.00060072,0.00043129,0.00157883,0.33204628,0.039928885,0.00040048,0.40591992,0.00468257,0.10826123,0.00060072,0.00043129,0.00043129,0.00061613,0,0.11712576,0.00274947,0.00073165,0.17235385,0.00100121,0.00168665,0.00060072,0.00037738,0.11712576,0.0014479,0.44505939,0.00113984,0.00103201,0.00043129,0.00043129,0,0.00167895,0.00023105,0.03777629,14,588
"Southaven, MS, United States of America",0,0,0,0.00685205,0.04493312,0.02225004,0.00185948,0.00171938,0,0.00082785,0.00024199,0,0.0016557,0,0.12332408,0.01630226,0.00309488,0.00030567,0.19404789,0.00117173,0,0.05774568,0.00030567,0,0,0.00029293,0.09029926,0.0881978,0.17360638,0.17360638,0.17360638,0.17360638,0.00160475,0.00171938,0.00180853,0.00047124,0.00314583,0.00314583,0.00043303,0.0033114,0.00103163,0.02212268,0.00038208,0,0.00141371,0.00159202,0.00038208,0.1023986,0,0,0,0.04758223,0.0015156,0.02701336,0.00255997,0.04388875,0.75,0.00392273,0.00187221,0.00089153,0.07324556,0.2622372,0,0.00236892,0.104086135,0.19404789,0.00309488,0.00117173,0,0.0003184,0.00021651,0.00049671,0.00047124,0.05926128,0.72537434,0.002292505,0.00033114,0,0.0042284,0.00095521,0.00049671,0,0,0,0,0.074914,0.03543195,0.00061134,0.08980255,0.00082785,0.00159202,0.00049671,0.00038208,0.074914,0.00159202,0.28469103,0.00094248,0.00103163,0.00047124,0.00047124,0,0.00154107,0,0.04497132,13,944
